Município;População_residente
432260 Venâncio Aires;66658
432270 Vera Cruz;24389
432280 Veranópolis;23315
432285 Vespasiano Corrêa;1939
432290 Viadutos;5194
432300 Viamão;241190
432310 Vicente Dutra;5158
432320 Victor Graeff;2998
432330 Vila Flores;3226
432335 Vila Lângaro;2134
432340 Vila Maria;4229
432345 Vila Nova do Sul;4215
432350 Vista Alegre;2808
432360 Vista Alegre do Prata;1562
432370 Vista Gaúcha;2765
432375 Vitória das Missões;3411
432377 Westfália;2821
432380 Xangri-lá;13074
500020 Água Clara;14939
500025 Alcinópolis;4704
500060 Amambai;35523
500070 Anastácio;24041
500080 Anaurilândia;8575
500085 Angélica;9462
500090 Antônio João;8329
500100 Aparecida do Taboado;22912
500110 Aquidauana;45943
500124 Aral Moreira;10583
500150 Bandeirantes;6637
500190 Bataguassu;20389
500200 Batayporã;10983
500210 Bela Vista;23395
500215 Bodoquena;7928
500220 Bonito;19985
500230 Brasilândia;11807
500240 Caarapó;26532
500260 Camapuã;13609
500270 Campo Grande;805397
500280 Caracol;5520
500290 Cassilândia;21099
500295 Chapadão do Sul;20855
500310 Corguinho;5054
500315 Coronel Sapucaia;14254
500320 Corumbá;104912
500325 Costa Rica;20348
500330 Coxim;32355
500345 Deodápolis;12259
500348 Dois Irmãos do Buriti;10519
500350 Douradina;5460
500370 Dourados;200729
500375 Eldorado;11790
500380 Fátima do Sul;19024
500390 Figueirão;2945
500400 Glória de Dourados;9911
500410 Guia Lopes da Laguna;10253
500430 Iguatemi;15065
500440 Inocência;7639
500450 Itaporã;21442
500460 Itaquiraí;19044
500470 Ivinhema;22447
500480 Japorã;7972
500490 Jaraguari;6485
500500 Jardim;24619
500510 Jateí;4005
500515 Juti;6039
500520 Ladário;20267
500525 Laguna Carapã;6636
500540 Maracaju;39095
500560 Miranda;25986
500568 Mundo Novo;17251
500570 Naviraí;47899
500580 Nioaque;14287
500600 Nova Alvorada do Sul;17410
500620 Nova Andradina;47126
500625 Novo Horizonte do Sul;4718
500630 Paranaíba;40462
500635 Paranhos;12673
500640 Pedro Gomes;7882
500660 Ponta Porã;80433
500690 Porto Murtinho;15683
500710 Ribas do Rio Pardo;21584
500720 Rio Brilhante;31875
500730 Rio Negro;4977
500740 Rio Verde de Mato Grosso;19004
500750 Rochedo;5015
500755 Santa Rita do Pardo;7353
500769 São Gabriel do Oeste;23016
500780 Selvíria;6318
500770 Sete Quedas;10757
500790 Sidrolândia;44949
500793 Sonora;15632
500795 Tacuru;10442
500797 Taquarussu;3522
500800 Terenos;17975
500830 Três Lagoas;105224
500840 Vicentina;5920
510010 Acorizal;5471
510020 Água Boa;21778
510025 Alta Floresta;49494
510030 Alto Araguaia;16284
510035 Alto Boa Vista;5553
510040 Alto Garças;10655
510050 Alto Paraguai;10290
510060 Alto Taquari;8615
510080 Apiacás;8855
510100 Araguaiana;3163
510120 Araguainha;1058
510125 Araputanga;15594
510130 Arenápolis;10122
510140 Aripuanã;19344
510160 Barão de Melgaço;7578
510170 Barra do Bugres;32464
510180 Barra do Garças;57235
510185 Bom Jesus do Araguaia;5555
510190 Brasnorte;16194
510250 Cáceres;88897
510260 Campinápolis;14590
510263 Campo Novo do Parecis;29078
510267 Campo Verde;33759
510268 Campos de Júlio;5494
510269 Canabrava do Norte;4756
510270 Canarana;19260
510279 Carlinda;10793
510285 Castanheira;8298
510300 Chapada dos Guimarães;18133
510305 Cláudia;11213
510310 Cocalinho;5510
510320 Colíder;31176
510325 Colniza;28810
510330 Comodoro;18651
510335 Confresa;26224
510336 Conquista D'Oeste;3506
510337 Cotriguaçu;15912
510340 Cuiabá;561329
510343 Curvelândia;4918
510345 Denise;8684
510350 Diamantino;20605
510360 Dom Aquino;8134
510370 Feliz Natal;11562
510380 Figueirópolis D'Oeste;3718
510385 Gaúcha do Norte;6548
510390 General Carneiro;5130
510395 Glória D'Oeste;3101
510410 Guarantã do Norte;32823
510420 Guiratinga;14137
510450 Indiavaí;2449
510452 Ipiranga do Norte;5631
510454 Itanhangá;5558
510455 Itaúba;4393
510460 Itiquira;11822
510480 Jaciara;25927
510490 Jangada;7781
510500 Jauru;10062
510510 Juara;33100
510515 Juína;39442
510517 Juruena;12125
510520 Juscimeira;11335
510523 Lambari D'Oeste;5550
510525 Lucas do Rio Verde;49519
510530 Luciara;2184
510558 Marcelândia;11638
510560 Matupá;14610
510562 Mirassol d'Oeste;25684
510590 Nobres;15004
510600 Nortelândia;6314
510610 Nossa Senhora do Livramento;11550
510615 Nova Bandeirantes;12352
510620 Nova Brasilândia;4406
510621 Nova Canaã do Norte;12220
510880 Nova Guarita;4824
510618 Nova Lacerda;5648
510885 Nova Marilândia;3007
510890 Nova Maringá;6989
510895 Nova Monte Verde;8285
510622 Nova Mutum;34374
510617 Nova Nazaré;3187
510623 Nova Olímpia;18018
510619 Nova Santa Helena;3505
510624 Nova Ubiratã;9757
510625 Nova Xavantina;19917
510627 Novo Horizonte do Norte;3785
510626 Novo Mundo;7685
510631 Novo Santo Antônio;2129
510628 Novo São Joaquim;5810
510629 Paranaíta;10749
510630 Paranatinga;19887
510637 Pedra Preta;16079
510642 Peixoto de Azevedo;31516
510645 Planalto da Serra;2703
510650 Poconé;31931
510665 Pontal do Araguaia;5646
510670 Ponte Branca;1720
510675 Pontes e Lacerda;42063
510677 Porto Alegre do Norte;11069
510680 Porto dos Gaúchos;5417
510682 Porto Esperidião;11188
510685 Porto Estrela;3490
510700 Poxoréu;17232
510704 Primavera do Leste;53910
510706 Querência;13903
510715 Reserva do Cabaçal;2595
510718 Ribeirão Cascalheira;9118
510719 Ribeirãozinho;2233
510720 Rio Branco;5067
510757 Rondolândia;3671
510760 Rondonópolis;202309
510770 Rosário Oeste;17526
510775 Salto do Céu;3777
510724 Santa Carmem;4159
510774 Santa Cruz do Xingu;2031
510776 Santa Rita do Trivelato;2676
510777 Santa Terezinha;7568
510726 Santo Afonso;3010
510779 Santo Antônio do Leste;4038
510780 Santo Antônio do Leverger;18921
510785 São Félix do Araguaia;10804
510729 São José do Povo;3673
510730 São José do Rio Claro;17786
510735 São José do Xingu;5291
510710 São José dos Quatro Marcos;18894
510740 São Pedro da Cipa;4259
510787 Sapezal;19639
510788 Serra Nova Dourada;1419
510790 Sinop;118833
510792 Sorriso;71190
510794 Tabaporã;9795
510795 Tangará da Serra;87145
510800 Tapurah;11042
510805 Terra Nova do Norte;10929
510810 Tesouro;3454
510820 Torixoréu;3957
510830 União do Sul;3695
510835 Vale de São Domingos;3052
510840 Várzea Grande;258208
510850 Vera;10414
510550 Vila Bela da Santíssima Trindade;14770
510860 Vila Rica;22258
520005 Abadia de Goiás;7164
520010 Abadiânia;16408
520013 Acreúna;20578
520015 Adelândia;2480
520017 Água Fria de Goiás;5184
520020 Água Limpa;1985
520025 Águas Lindas de Goiás;167477
520030 Alexânia;24383
520050 Aloândia;2040
520055 Alto Horizonte;4799
520060 Alto Paraíso de Goiás;6992
520080 Alvorada do Norte;8164
520082 Amaralina;3489
520085 Americano do Brasil;5595
520090 Amorinópolis;3529
520110 Anápolis;342347
520120 Anhanguera;1039
520130 Anicuns;20464
520140 Aparecida de Goiânia;474219
520145 Aparecida do Rio Doce;2431
520150 Aporé;3860
520160 Araçu;3753
520170 Aragarças;18564
520180 Aragoiânia;8659
520215 Araguapaz;7541
520235 Arenópolis;3168
520250 Aruanã;7859
520260 Aurilândia;3562
520280 Avelinópolis;2442
520310 Baliza;3933
520320 Barro Alto;9089
520330 Bela Vista de Goiás;25361
520340 Bom Jardim de Goiás;8477
520350 Bom Jesus de Goiás;21402
520355 Bonfinópolis;7866
520357 Bonópolis;3640
520360 Brazabrantes;3302
520380 Britânia;5544
520390 Buriti Alegre;9105
520393 Buriti de Goiás;2546
520396 Buritinópolis;3312
520400 Cabeceiras;7444
520410 Cachoeira Alta;10841
520420 Cachoeira de Goiás;1405
520425 Cachoeira Dourada;8214
520430 Caçu;13692
520440 Caiapônia;17072
520450 Caldas Novas;73616
520455 Caldazinha;3396
520460 Campestre de Goiás;3421
520465 Campinaçu;3649
520470 Campinorte;11333
520480 Campo Alegre de Goiás;6292
520485 Campo Limpo de Goiás;6476
520490 Campos Belos;18616
520495 Campos Verdes;4562
520500 Carmo do Rio Verde;9097
520505 Castelândia;3602
520510 Catalão;90004
520520 Caturaí;4740
520530 Cavalcante;9429
520540 Ceres;20924
520545 Cezarina;7701
520547 Chapadão do Céu;7488
520549 Cidade Ocidental;58262
520551 Cocalzinho de Goiás;17827
520552 Colinas do Sul;3496
520570 Córrego do Ouro;2581
520580 Corumbá de Goiás;10464
520590 Corumbaíba;8412
520620 Cristalina;48463
520630 Cristianópolis;2934
520640 Crixás;15925
520650 Cromínia;3540
520660 Cumari;2943
520670 Damianópolis;3291
520680 Damolândia;2774
520690 Davinópolis;2060
520710 Diorama;2477
520830 Divinópolis de Goiás;4931
520725 Doverlândia;7792
520735 Edealina;3723
520740 Edéia;11424
520750 Estrela do Norte;3309
520753 Faina;6918
520760 Fazenda Nova;6206
520780 Firminópolis;11833
520790 Flores de Goiás;12754
520800 Formosa;103322
520810 Formoso;4777
520815 Gameleira de Goiás;3378
520840 Goianápolis;10699
520850 Goiandira;5310
520860 Goianésia;61118
520870 Goiânia;1333767
520880 Goianira;35617
520890 Goiás;24366
520910 Goiatuba;32698
520915 Gouvelândia;5091
520920 Guapó;13994
520929 Guaraíta;2313
520940 Guarani de Goiás;4195
520945 Guarinos;2217
520960 Heitoraí;3591
520970 Hidrolândia;18050
520980 Hidrolina;3951
520990 Iaciara;12648
520993 Inaciolândia;5769
520995 Indiara;13970
521000 Inhumas;48903
521010 Ipameri;25054
521015 Ipiranga de Goiás;2848
521020 Iporá;31271
521030 Israelândia;2870
521040 Itaberaí;36503
521056 Itaguari;4533
521060 Itaguaru;5398
521080 Itajá;4973
521090 Itapaci;19142
521100 Itapirapuã;7379
521120 Itapuranga;26033
521130 Itarumã;6429
521140 Itauçu;8620
521150 Itumbiara;94613
521160 Ivolândia;2614
521170 Jandaia;6138
521180 Jaraguá;43167
521190 Jataí;89902
521200 Jaupaci;2977
521205 Jesúpolis;2327
521210 Joviânia;7151
521220 Jussara;19020
521225 Lagoa Santa;1305
521230 Leopoldo de Bulhões;7900
521250 Luziânia;179582
521260 Mairipotaba;2370
521270 Mambaí;7178
521280 Mara Rosa;10455
521290 Marzagão;2095
521295 Matrinchã;4398
521300 Maurilândia;11907
521305 Mimoso de Goiás;2668
521308 Minaçu;30784
521310 Mineiros;55036
521340 Moiporá;1724
521350 Monte Alegre de Goiás;7857
521370 Montes Claros de Goiás;7987
521375 Montividiu;11001
521377 Montividiu do Norte;4173
521380 Morrinhos;42135
521385 Morro Agudo de Goiás;2336
521390 Mossâmedes;4888
521400 Mozarlândia;13739
521405 Mundo Novo;6186
521410 Mutunópolis;3833
521440 Nazário;8062
521450 Nerópolis;25061
521460 Niquelândia;42933
521470 Nova América;2271
521480 Nova Aurora;2083
521483 Nova Crixás;12058
521486 Nova Glória;8443
521487 Nova Iguaçu de Goiás;2839
521490 Nova Roma;3434
521500 Nova Veneza;8388
521520 Novo Brasil;3420
521523 Novo Gama;98135
521525 Novo Planalto;4036
521530 Orizona;14487
521540 Ouro Verde de Goiás;3986
521550 Ouvidor;5648
521560 Padre Bernardo;28601
521565 Palestina de Goiás;3381
521570 Palmeiras de Goiás;24171
521580 Palmelo;2339
521590 Palminópolis;3557
521600 Panamá;2668
521630 Paranaiguara;9238
521640 Paraúna;10868
521645 Perolândia;2975
521680 Petrolina de Goiás;10269
521690 Pilar de Goiás;2688
521710 Piracanjuba;23987
521720 Piranhas;11112
521730 Pirenópolis;23272
521740 Pires do Rio;29145
521760 Planaltina;82847
521770 Pontalina;17207
521800 Porangatu;42773
521805 Porteirão;3427
521810 Portelândia;3861
521830 Posse;32234
521839 Professor Jamil;3325
521850 Quirinópolis;44233
521860 Rialma;10571
521870 Rianápolis;4597
521878 Rio Quente;3496
521880 Rio Verde;185465
521890 Rubiataba;19041
521900 Sanclerlândia;7554
521910 Santa Bárbara de Goiás;5870
521920 Santa Cruz de Goiás;3093
521925 Santa Fé de Goiás;4865
521930 Santa Helena de Goiás;36760
521935 Santa Isabel;3701
521940 Santa Rita do Araguaia;7202
521945 Santa Rita do Novo Destino;3196
521950 Santa Rosa de Goiás;2813
521960 Santa Tereza de Goiás;3889
521970 Santa Terezinha de Goiás;10044
521971 Santo Antônio da Barra;4480
521973 Santo Antônio de Goiás;4945
521975 Santo Antônio do Descoberto;64963
521980 São Domingos;11520
521990 São Francisco de Goiás;6134
522000 São João d'Aliança;10789
522005 São João da Paraúna;1639
522010 São Luís de Montes Belos;30586
522015 São Luiz do Norte;4697
522020 São Miguel do Araguaia;22206
522026 São Miguel do Passa Quatro;3799
522028 São Patrício;1996
522040 São Simão;17622
522045 Senador Canedo;89176
522050 Serranópolis;7638
522060 Silvânia;19293
522068 Simolândia;6559
522070 Sítio d'Abadia;2847
522100 Taquaral de Goiás;3535
522108 Teresina de Goiás;3082
522119 Terezópolis de Goiás;6785
522130 Três Ranchos;2818
522140 Trindade;107966
522145 Trombas;3455
522150 Turvânia;4795
522155 Turvelândia;4532
522157 Uirapuru;2917
522160 Uruaçu;37443
522170 Uruana;13810
522180 Urutaí;3070
522185 Valparaíso de Goiás;138740
522190 Varjão;3681
522200 Vianópolis;12737
522205 Vicentinópolis;7576
522220 Vila Boa;4954
522230 Vila Propício;5244
530010 Brasília;2648532
